"","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"21",0.000326550902204601,0.000432757092598614,0.000427095975629338,0.000437136534357651,0.000385126228454096,0.000376406072487341,0.000453745489038479,0.00033533992876334,0.000462362296189543,0.000508119646016114,0.000368317454500067,0.000466744519400485,0.000441973006033973,0.000400854425268773,0.000414013196518538,0.000411019385536023,0.000414815532588164,0.000424257742913843,0.000401005077716384,0.000433489872937848,0.000410219737418724,0.000518336462108145,0.000443594468176826,0.00041794536663845,0.000437463056292894,0.000407265995696286,0.000465562970672971,0.000417933476670809,0.000408831354637164,0.000412372105984876,0.000467847445736178,0.000430799188998999,0.000439250169836985,0.000402119280410361,0.000441085483905698,0.000407530275040236,0.000441046477068589,0.00046941393732818,0.000454382770589475,0.000439389593250355,0.000429538774696732,0.000420733146408327,0.000342004582209506,0.000303943435956433,0.000406194025945478,0.000489105987107948,0.000400807234378562,0.000442636833857729,0.000490893211060658,0.000421496760796138,0.000433595645631041
"22",0.000316176215025177,0.000419008181081061,0.00041352692065864,0.000423248485762345,0.000372890573559779,0.000364447461354656,0.00043932976555994,0.000324686009768774,0.000447672812393472,0.000491976428093431,0.000356615822848271,0.000451915810158529,0.00042793130028949,0.000388119077613706,0.000400859788051326,0.000397961091956593,0.000401636633498575,0.000410778860030763,0.000388264943756927,0.000419717680618621,0.000397186849064067,0.000501868650775343,0.000429501247760688,0.000404667031139481,0.000423564633930703,0.000394326949208768,0.00045077179983116,0.000404655518922119,0.000395842575905071,0.000399270835793213,0.000452983695967192,0.000417112481068196,0.000425294969974416,0.000389343747668274,0.000427071975187722,0.000394582832264414,0.00042703420761754,0.000454500419329719,0.000439946800354022,0.000425429963835487,0.00041589211076524,0.000407366241737316,0.000331138923807098,0.000294286999403972,0.000393289036478645,0.000473566842736974,0.000388073386001923,0.000428574037967833,0.000475297285681566,0.000408105595710148,0.0004198200928599
"23",0.000303383367676111,0.000402054636051899,0.0003967951536271,0.000406123373208734,0.000357802999103631,0.000349701504769993,0.000421553986233018,0.000311548846497279,0.000429559463953203,0.000472070505241403,0.000342186743217484,0.000433630785228595,0.000410616715762458,0.000372415340655577,0.000384640547535366,0.00038185913596391,0.000385385960936976,0.000394158282641101,0.000372555304889625,0.000402735428435515,0.000381116219814716,0.000481562477402563,0.000412123141382895,0.000388293745261051,0.000406426729664544,0.000378372034742959,0.000432533062853287,0.00038828269884103,0.000379826337468504,0.000383115886083193,0.000434655463169345,0.000400235638206153,0.000408087054354403,0.000373590459174272,0.00040979215992646,0.000378617564480693,0.000409755920474893,0.000436110818188759,0.000422146055101282,0.000408216586211138,0.000399064645466255,0.00039088374274449,0.000317740668333451,0.000282379814482141,0.000377376117136082,0.000454405792535174,0.000372371497778098,0.000411233447547207,0.000456066219800583,0.000391593181619153,0.000402833696961653
"24",0.000287434856762561,0.000380919091278847,0.000375936093730244,0.000384773939653819,0.000338993711436294,0.000331318103240666,0.000399393383291639,0.000295171085855599,0.000406978022355552,0.000447254307628204,0.00032419838396602,0.000410835319004971,0.000389031072413625,0.000352837899181724,0.000364420441149339,0.000361785245150419,0.000365126669035073,0.00037343783998625,0.000352970505658716,0.000381564095198372,0.000361081383239444,0.000456247297848583,0.000390458306990625,0.000367881594517934,0.00038506134901344,0.000358481456786414,0.000409795302618679,0.000367871128795368,0.000359859308508506,0.000362975929377075,0.000411806130817705,0.000379195716035015,0.00038663439236471,0.000353951243086129,0.000388249862519265,0.000358714079311297,0.000388215528133535,0.000413184979515801,0.000399954327787861,0.000386757114882335,0.000378086281022014,0.000370335438844898,0.000301037410816694,0.000267535435940458,0.000357537893410239,0.000430518208331265,0.00035279636107334,0.000389615383325487,0.000432091348865809,0.000371007583342741,0.000381657197862342
"25",0.000271656538940125,0.000360009092559396,0.000355299629403649,0.000363652334647285,0.000320385145380343,0.00031313087851734,0.000377469265219354,0.000278968099004668,0.000384637556568633,0.000422702933822346,0.000306401985862637,0.000388283112536509,0.000367675778304618,0.0003334693766031,0.000344416111798999,0.000341925571046362,0.000345083572333543,0.000352938513660307,0.000333594703840674,0.000360618689928187,0.000341260346609838,0.000431202266942578,0.000369024666918235,0.000347687270194482,0.000363923967088712,0.000338803139332738,0.000387300186334994,0.000347677378972514,0.000340105355891343,0.00034305089439659,0.00038920063304874,0.000358380319489535,0.000365410660516302,0.000334521605115421,0.000366937451789603,0.000339022992382925,0.000366905002139969,0.000390503791855803,0.000377999417484453,0.000365526646360063,0.000357331785295715,0.000350006414311063,0.000284512400601136,0.000252849467841191,0.000337911371493829,0.000406885538320727,0.000333430118668677,0.000368228014320003,0.000408372323596856,0.000350641662415653,0.000360706681857018
"26",0.000254729417752645,0.000337576657978129,0.000333160644977773,0.000340992886939157,0.000300421708447515,0.000293619460353489,0.000353948874280685,0.000261585389066168,0.000360670504059256,0.00039636399931692,0.000287309850009706,0.000364088902720687,0.000344765626826779,0.000312690651481675,0.00032295528745776,0.000320619934153609,0.000323581158029479,0.000330946652114231,0.000312808169485771,0.000338148270881028,0.000319996160346979,0.000404333732662744,0.000346030465186644,0.00032602261753827,0.00034124759376093,0.000317692063484686,0.000363167223382566,0.000326013342645708,0.000318913137960034,0.000321675137768089,0.000364949251846713,0.000336049374970859,0.000342641650214215,0.000313677314852019,0.000344073305986592,0.000317898217327637,0.000344042878298786,0.000366171209858316,0.000354445992363452,0.000342750408893701,0.000335066175723282,0.000328197254058363,0.000266784221102471,0.000237094229255598,0.000316855862363733,0.000381532197504932,0.000312653839738374,0.000345283452604911,0.000382926340083605,0.000328792919380619,0.000338230779967266
"27",0.000237816479322754,0.000315163018901325,0.000311040210182751,0.00031835242494339,0.000280474998315633,0.000274124390256802,0.000330448190414437,0.000244217243610227,0.000336723532867436,0.000370047133462103,0.000268233710919114,0.000339914964551123,0.000321874671118924,0.000291929336268183,0.000301512444536162,0.000299332148653305,0.00030209675999211,0.000308973216928894,0.000292039051581938,0.000315696679164448,0.000298749790746255,0.000377487710770239,0.000323055529648375,0.000304376117083695,0.000318590220327011,0.000296598676011871,0.000339054480759381,0.000304367458004131,0.000297738676390625,0.000300317291283389,0.000340718190193239,0.000313737140920985,0.000319891717423899,0.000292850489431733,0.000321228317406707,0.000296791142125766,0.000321199909986584,0.000341859015445239,0.000330912301993282,0.000319993254994547,0.00031281922187734,0.00030640636708614,0.000249070895545571,0.000221352191540207,0.000295817995051089,0.000356200099538581,0.000291894968666408,0.000322358115491168,0.000357501677042502,0.000306962482791359,0.00031577371000201
"28",0.000217620232510039,0.000288398220540429,0.000284625535844712,0.000291316770535029,0.000256656033764018,0.000250844742610947,0.000302385319281914,0.000223477420441038,0.000308127736660182,0.000338621374990607,0.000245454321346783,0.000311048140271495,0.000294539894659396,0.000267137627367546,0.000275906902967727,0.000273911765800114,0.000276441596214153,0.000282734079231688,0.000267238025254845,0.000288886560418612,0.000273378863860362,0.000345430071210552,0.000295620470355717,0.000278527381949677,0.00029153437146336,0.000271410429671167,0.000310260731916265,0.00027851945823088,0.000272453617040658,0.000274813246508367,0.000311783153048965,0.00028709343334277,0.000292725340657938,0.000267980552829228,0.000293948431672741,0.000271586550857451,0.000293922436714823,0.000312827095240443,0.00030281001680492,0.000292818255286041,0.000286253467347679,0.000280385215682831,0.000227918882469659,0.000202554152373146,0.000270696046998084,0.000325950281925094,0.00026710617838844,0.000294982283164151,0.000327141324698243,0.000280894104004687,0.000288957049515197
"29",0.000200586740640609,0.000265824819675659,0.000262347429187419,0.000268514929984159,0.000236567145824069,0.000231210713943341,0.00027871712530006,0.000205985476883316,0.000284010074269093,0.00031211692560559,0.000226242209776302,0.000286701893108691,0.000271485774906664,0.000246228327936601,0.000254311217979182,0.000252472243463961,0.000254804059909853,0.000260604019980043,0.000246320867516898,0.000266274936392103,0.000251981052631458,0.000318392694025733,0.000272481772174199,0.000256726587781172,0.000268715498931591,0.00025016669100882,0.000285976116494509,0.000256719284264816,0.000251128226395076,0.000253303163801346,0.000287379375232763,0.000264622160308057,0.000269813249017546,0.000247005276242426,0.00027094060669627,0.000250329026901521,0.000270916646406265,0.000288341606359853,0.000279108581052659,0.000269898891065595,0.000263847939826528,0.000258439005826531,0.000210079298407742,0.000186699907261041,0.000249508224237091,0.00030043761973844,0.000246199340520577,0.000271893536938907,0.000301535437643854,0.000258908062626324,0.000266339908191701
"30",0.000181475474783773,0.000240497877406483,0.000237351801609816,0.000242931682571754,0.000214027781545067,0.000209181693435766,0.000252161845208012,0.000186359836630169,0.000256950498855277,0.000282379418905913,0.000204686572522992,0.000259385849768243,0.000245619474851037,0.000222768476993055,0.000230081255013267,0.000228417492133431,0.000230527140534295,0.000235774498879632,0.000222852199696845,0.000240905108435634,0.000227973100399196,0.000288057252096886,0.000246520576670789,0.000232266496072544,0.000243113141948608,0.000226331605373921,0.000258729222838542,0.000232259888411968,0.000227201528730693,0.000229169245027231,0.000259998783553053,0.00023940980359342,0.000244106301902284,0.000223471400138581,0.00024512624853158,0.000226478474419742,0.000245104571101702,0.00026086933636269,0.00025251600430314,0.000244183784248731,0.000238709348373778,0.000233815760379933,0.000190063611876989,0.000168911734664402,0.000225735875219239,0.0002718128801077,0.000222742251405715,0.000245988386615413,0.000272806101419212,0.000234240126941606,0.000240963889929075
"31",0.00016354846918597,0.000216740359760295,0.000213905068208634,0.000218933742141859,0.000192885105145319,0.000188517736536635,0.000227252105663411,0.000167950330671,0.000231567713457826,0.000254484644532336,0.000184466664925081,0.00023376248889082,0.000221356021589209,0.000200762353362151,0.000207352740587353,0.000205853332072734,0.000207754579428018,0.000212483578901212,0.000200837805541335,0.000217107362582587,0.000205452839455536,0.000259601594510198,0.000222168108309889,0.000209322113200777,0.000219097276103346,0.000203973499071497,0.000233170726674427,0.000209316158276159,0.000204757487285216,0.000206530823260639,0.000234314874177799,0.000215759771023994,0.000219992327020139,0.000201395838435235,0.000220911518498058,0.000204105859698429,0.000220891982467217,0.000235099429664048,0.000227571279248303,0.000220062155293989,0.000215128510083405,0.000210718333853399,0.000171288229483763,0.000152225834729597,0.000203436617958708,0.000244961918405841,0.000200738718462349,0.000221688490504915,0.000245857024619251,0.000211100779479279,0.000217160337362128
"32",0.000145699468754929,0.000193086217388675,0.000190560357777159,0.000195040223129977,0.000171834426150792,0.000167943694006925,0.000202450755017146,0.000149620929365927,0.000206295375306963,0.00022671124773713,0.000164334739520041,0.000208250622067849,0.000197198145062303,0.000178851984224895,0.000184723123969464,0.000183387354670527,0.000185081107788582,0.000189294003906878,0.000178919201866725,0.000193413167047731,0.000183030570153643,0.000231269755053833,0.000197921604012269,0.000186477567438025,0.000195185909674343,0.000181712678832893,0.000207723442321155,0.000186472262409139,0.000182411105830206,0.000183990907284962,0.000208742722319605,0.000192212646032995,0.000195983278452749,0.000179416333369047,0.00019680215319174,0.00018183059417092,0.000196784749242137,0.000209441654679683,0.000202735095323054,0.000196045485958909,0.000191650278288758,0.000187721410369508,0.000152594543770256,0.0001356125395809,0.000181234390694169,0.000218227792375944,0.000178830928739862,0.000197494329701857,0.000219025210416127,0.000188062117468727,0.000193460360379928
"33",0.000130942309479206,0.000173529494990844,0.000171259466872152,0.000175285589413756,0.000154430189763185,0.000150933530119629,0.00018194554615943,0.000134466585259508,0.000185400764384459,0.000203748816775338,0.000147690108305149,0.000187157974130383,0.000177224946392263,0.000160736975017653,0.000166013456833262,0.000164812980823095,0.000166335182289311,0.00017012137555439,0.000160797384525897,0.000173823329579305,0.000164492333198045,0.000207845616035677,0.000177875129859175,0.000167590201632587,0.000175416520107892,0.000163307924396445,0.000186684189743021,0.000167585433923137,0.000163935611270065,0.000165355402658271,0.000187600232046701,0.000172744403241472,0.000176133127452061,0.000161244164102963,0.00017686906252728,0.000163413896688701,0.00017685342133535,0.00018822837309746,0.000182201087079734,0.000176189034275834,0.000172238994870143,0.000168708062030223,0.000137139017361908,0.00012187703413615,0.000162878079634374,0.000196124607525642,0.000160718052135772,0.000177491131993812,0.00019684125914211,0.000169014260637599,0.000173865742938548
"34",0.000117660156993176,0.000155927505057574,0.000153887737576103,0.000157505469783537,0.000138765540674289,0.000135623565217701,0.00016348987283386,0.000120826947339602,0.000166594610488324,0.000183081525477195,0.000132709140373626,0.000168173577404349,0.000159248107800726,0.000144432596235738,0.000149173857339693,0.000148095151790781,0.00014946294852663,0.000152865088719114,0.000144486878096597,0.000156191534491189,0.000147807029104898,0.000186762765299971,0.000159832339811719,0.00015059066479761,0.000157623119503391,0.00014674276098488,0.00016774785140624,0.000150586380701472,0.000147306778347842,0.000148582552987058,0.000168570974823659,0.000155222049205657,0.00015826703767585,0.000144888338521329,0.000158928323068108,0.00014683798396203,0.00015891426844279,0.000169135400294233,0.000163719492923202,0.000158317273582701,0.000154767907007062,0.000151595134860842,0.000123228300897307,0.000109514419192363,0.000146356517589684,0.000176230679017895,0.000144415592799172,0.000159487292826497,0.000176874636971887,0.000151870274167288,0.000156229645645078
"35",0.000104143989006858,0.000138015389300599,0.000136209939370942,0.000139412085899291,0.000122824899369734,0.000120043857207521,0.00014470903281329,0.000106946995457414,0.000147457114852433,0.000162050101443954,0.000117464225863494,0.000148854698514963,0.00014095453900443,0.000127840953972882,0.000132037564422056,0.000131082774782992,0.000132293446363434,0.000135304766931589,0.000127889000224606,0.000138249088448505,0.00013082775008646,0.000165308460173298,0.00014147165757443,0.00013329161663559,0.000139516220650122,0.00012988573938187,0.000148477877636936,0.000133287824673447,0.000130384965454223,0.000131514185943102,0.000149206445049437,0.000137390972434566,0.000140086168955375,0.000128244343028223,0.00014067148942733,0.000129970023653956,0.000140659049322011,0.000149706032348188,0.000144912275377903,0.000140130634030592,0.000136988999656805,0.000134180698563547,0.000109072494393556,9.69339898902518e-05,0.000129543865557021,0.000155986243494263,0.000127825903799944,0.00014116624773686,0.000156556227011159,0.00013442423134166,0.000138282821597375
"36",9.19113605827235e-05,0.000121804266697879,0.000120210882758189,0.000123036908984115,0.000108398033551077,0.000105943649275954,0.000127711682847136,9.43851292471414e-05,0.000130136978455833,0.000143015890291099,0.000103667018345141,0.000131370403612449,0.000124398187391829,0.000112824908378217,0.000116528589981907,0.000115685948792209,0.000116754416336406,0.000119412030791253,0.000112867311174663,0.000122010515823308,0.000115460878991598,0.000145891526100103,0.000124854565832914,0.000117635342721904,0.000123128812191627,0.000114629515738008,0.000131037843664191,0.000117631996159098,0.000115070103312824,0.000116066686913288,0.000131680834419567,0.000121253193090318,0.000123631815050427,0.000113180915837448,0.000124148384479614,0.000114703900080273,0.000124137405574192,0.000132121740791559,0.000127891052783127,0.000123671057311078,0.000120898435554396,0.000118419994149674,9.6260969619697e-05,8.55482393413822e-05,0.000114327798003851,0.000137664285845645,0.000112811625980596,0.000124585029069688,0.000138167319780173,0.000118634921858863,0.000122040286716843
"37",8.02602252199108e-05,0.000106363759778303,0.000104972361010506,0.000107440146275921,9.46569665713354e-05,9.25137120982369e-05,0.000111522322850386,8.24204068219396e-05,0.000113640176079248,0.000124886493813337,9.05256780827325e-05,0.000114717246206751,0.000108628862348638,9.85226690089248e-05,0.000101756853747026,0.000101021029892,0.000101954053243997,0.000104274775441351,9.85596966186879e-05,0.000106543863751885,0.000100824491044434,0.00012739759990749,0.000109027388017661,0.000102723309075419,0.000107520399381592,0.000100098515478958,0.000114426843190442,0.000102720386739348,0.000100483252009455,0.000101353503779381,0.000114988325280506,0.00010588254296707,0.000107959639128212,9.88335472145857e-05,0.000108410725680137,0.000100163470496762,0.000108401138514675,0.000115373340195886,0.000111678954972565,0.000107993906847218,0.000105572756238303,0.000103408494235475,8.40584564582763e-05,7.47037244707791e-05,9.98350449662525e-05,0.000120213285024382,9.85110703532448e-05,0.000108792019057998,0.000120652551907414,0.000103596176652928,0.000106569860740778
"38",6.98004414949266e-05,9.25020752339505e-05,9.12920082546762e-05,9.34381834064232e-05,8.23209508713264e-05,8.04570125625508e-05,9.69883569373019e-05,7.16791009319978e-05,9.88302043778075e-05,0.000108610863986985,7.87280658568956e-05,9.97669070872103e-05,9.44719819842427e-05,8.56828619062427e-05,8.84955567619708e-05,8.78556279578502e-05,8.86670565542202e-05,9.068533439382e-05,8.5715063952798e-05,9.2658707449178e-05,8.7684702716943e-05,0.000110794714250699,9.48185704415846e-05,8.93360603666151e-05,9.35079776562143e-05,8.70533387400067e-05,9.95143503731699e-05,8.93335188792543e-05,8.73879351059453e-05,8.8144772724905e-05,0.000100002658220183,9.20835722234385e-05,9.3889974194997e-05,8.59532254137811e-05,9.42822736233959e-05,8.71098286004263e-05,9.42739358897292e-05,0.000100337496690944,9.71245762321059e-05,9.39197760290826e-05,9.18141579478379e-05,8.99319498815863e-05,7.31036744052675e-05,6.4968082697109e-05,8.68242045946998e-05,0.000104546683556722,8.5672774826559e-05,9.46138755599825e-05,0.000104928703695412,9.00951728922753e-05,9.2681316422644e-05
"39",6.14113403785508e-05,8.13845343417673e-05,8.0319901603728e-05,8.22081345422769e-05,7.24270481098927e-05,7.07871308332506e-05,8.53316235981932e-05,6.30642094961997e-05,8.69521050403145e-05,9.55572571499832e-05,6.92659809327142e-05,8.77762283221836e-05,8.31176840377472e-05,7.5384901362191e-05,7.78595470444631e-05,7.7296529321853e-05,7.8010434802352e-05,7.97861420146779e-05,7.54132331434749e-05,8.15223414111447e-05,7.71461470617414e-05,9.74786371442712e-05,8.34226170907358e-05,7.8599033097114e-05,8.2269540435111e-05,7.65906647859863e-05,8.75540256254845e-05,7.85967970633288e-05,7.68850470402784e-05,7.75509226656184e-05,8.79836452490901e-05,8.10163299253264e-05,8.26056259807667e-05,7.56227707084563e-05,8.29507761433111e-05,7.66403653032297e-05,8.29434404962977e-05,8.82782405103692e-05,8.54514711134853e-05,8.26318460237594e-05,8.07792957257195e-05,7.91233044777542e-05,6.43175678502099e-05,5.71597679728704e-05,7.63890695712789e-05,9.19815381084238e-05,7.53760266176979e-05,8.32425238595398e-05,9.23176444175833e-05,7.9266910215087e-05,8.15422330813862e-05
"40",5.36817374902562e-05,7.11409844072943e-05,7.02103527875537e-05,7.18609213031206e-05,6.3310941592596e-05,6.18774342272185e-05,7.45912691268273e-05,5.51265664995651e-05,7.60077869694214e-05,8.35298425664391e-05,6.05477454573497e-05,7.67281811084215e-05,7.26559893955824e-05,6.58965015371583e-05,6.80596733402539e-05,6.75675204349201e-05,6.81915694519409e-05,6.97437754100579e-05,6.59212673090187e-05,7.12614462450752e-05,6.74360661960024e-05,8.52093860487443e-05,7.292254172943e-05,6.87060832038275e-05,7.19145982787297e-05,6.69505002805892e-05,7.65339461876336e-05,6.87041286107845e-05,6.72078298031079e-05,6.77898942931555e-05,7.69094912858662e-05,7.08191244266406e-05,7.22083820640183e-05,6.61044312082002e-05,7.25100895386677e-05,6.69939451900074e-05,7.25036772005732e-05,7.71670070050228e-05,7.46960319086692e-05,7.22313018937468e-05,7.06119247856473e-05,6.91643666162357e-05,5.62221695873085e-05,4.99652937130052e-05,6.677427905942e-05,8.04041851594425e-05,6.58887438217039e-05,7.27651161220207e-05,8.06979870948167e-05,6.92898972665373e-05,7.12788342293429e-05
"41",4.63847087085563e-05,6.14706973590638e-05,6.06665677124699e-05,6.2092772291111e-05,5.47050025042524e-05,5.34663536697795e-05,6.44519803644095e-05,4.76331402210909e-05,6.5675949084144e-05,7.21755218265618e-05,5.23174112333595e-05,6.62984191057044e-05,6.27797657379789e-05,5.69391039041689e-05,5.88082329350849e-05,5.83829790178104e-05,5.89222002358187e-05,6.02634128080842e-05,5.69605032322718e-05,6.15747846616967e-05,5.82693935255035e-05,7.36267627668222e-05,6.30100852644939e-05,5.93667754605325e-05,6.21391528852263e-05,5.78498312199926e-05,6.61305867917204e-05,5.93650865578776e-05,5.80721816039811e-05,5.85751253066747e-05,6.64550835536119e-05,6.1192588226509e-05,6.2393002256373e-05,5.71187694230965e-05,6.26536982394239e-05,5.7887370606054e-05,6.26481575388312e-05,6.66775948242881e-05,6.45425026043079e-05,6.2412806563673e-05,6.10135535036877e-05,5.97627638093522e-05,4.85798165482942e-05,4.31734459942898e-05,5.76975639798791e-05,6.94747391186152e-05,5.69324007051227e-05,6.28740587257804e-05,6.97286041726804e-05,5.98712309141901e-05,6.15898090745217e-05
"42",4.01442953675488e-05,5.32006753936193e-05,5.25047301361097e-05,5.37390588503262e-05,4.73452100866172e-05,4.62732041162858e-05,5.57808684976194e-05,4.1224767893532e-05,5.68401693571852e-05,6.24653155572811e-05,4.52788358037068e-05,5.73788947496393e-05,5.43336269443057e-05,4.92787444123979e-05,5.08964082931544e-05,5.05283663384537e-05,5.09950428886959e-05,5.21558140814185e-05,4.92972647604187e-05,5.32907592065233e-05,5.04300621843555e-05,6.37213123410758e-05,5.45329602021534e-05,5.13798067393496e-05,5.37791995846616e-05,5.00669461147175e-05,5.72336419244653e-05,5.13783450549095e-05,5.02593823666318e-05,5.06946620334944e-05,5.75144821888113e-05,5.29599819523406e-05,5.39988970758801e-05,4.94342384504132e-05,5.42245200631959e-05,5.00994351017997e-05,5.42197247863207e-05,5.7707057682356e-05,5.58592122371169e-05,5.40160369908206e-05,5.2805033845648e-05,5.17225203982181e-05,4.20440821709053e-05,3.73650631055912e-05,4.99351643005776e-05,6.01278853616383e-05,4.92729430349639e-05,5.44152341303526e-05,6.03475964258589e-05,5.18163947722423e-05,5.3303762294888e-05
"43",3.4655568178981e-05,4.59268151649199e-05,4.53260229950833e-05,4.63915881649072e-05,4.08719381192885e-05,3.99465021226446e-05,4.81542314693263e-05,3.55883131417933e-05,4.90686994609729e-05,5.39247477704344e-05,3.908808877808e-05,4.95337676455557e-05,4.69048639598693e-05,4.2541110041228e-05,4.39375988921815e-05,4.36198774591088e-05,4.40227476765694e-05,4.5024812474103e-05,4.25570981953984e-05,4.60045822720852e-05,4.35350139365732e-05,5.5009018443887e-05,4.70769433859614e-05,4.4354904705033e-05,4.64262406589359e-05,4.3221544897127e-05,4.94083745071292e-05,4.43536428693398e-05,4.33876703101431e-05,4.37634363818547e-05,4.96508168974941e-05,4.5719030524834e-05,4.66159000193991e-05,4.26753441630737e-05,4.68106747127436e-05,4.32495918287392e-05,4.68065350699085e-05,4.98170625143398e-05,4.82218636641569e-05,4.6630696480152e-05,4.55852676918694e-05,4.46507608525167e-05,3.62956067071563e-05,3.22563263375772e-05,4.31077809462874e-05,5.19069026253885e-05,4.2536101856892e-05,4.69753134066473e-05,5.20965737030865e-05,4.47318002564801e-05,4.60158075137121e-05
"44",2.95072271726494e-05,3.91040470434281e-05,3.8592506994584e-05,3.94997745762592e-05,3.48001093747417e-05,3.40121537410112e-05,4.10005641792253e-05,3.03014059715575e-05,4.17791811862297e-05,4.5913827598278e-05,3.32812640486168e-05,4.21751600518001e-05,3.9936799455088e-05,3.62213134605174e-05,3.7410343562588e-05,3.71398219986413e-05,3.74828428651944e-05,3.8336043524604e-05,3.62349264561197e-05,3.91702612715667e-05,3.70675655801279e-05,4.6837021842645e-05,4.00833152095336e-05,3.77656555100563e-05,3.95292791859712e-05,3.68006646852739e-05,4.20683949916428e-05,3.77645811293886e-05,3.69421109393305e-05,3.72620541814819e-05,4.22748207715307e-05,3.89271303486462e-05,3.96907632454913e-05,3.63356061106115e-05,3.98566027173582e-05,3.68245450377298e-05,3.98530780490857e-05,4.24163693722463e-05,4.10581491112252e-05,3.97033615825472e-05,3.88132389739868e-05,3.80175600383295e-05,3.09036258458106e-05,2.74644104544001e-05,3.67038012108641e-05,4.41957482758843e-05,3.62170492790113e-05,3.99967831154202e-05,4.43572423119588e-05,3.80865604393734e-05,3.91798189205133e-05
"45",2.5642425728503e-05,3.39822720761933e-05,3.35377325865003e-05,3.43261679566845e-05,3.02420561160942e-05,2.95573054379938e-05,3.56303869435415e-05,2.63325844732411e-05,3.63070221507823e-05,3.9900120306505e-05,2.89221463109363e-05,3.66511364449217e-05,3.47059521340065e-05,3.14771135480011e-05,3.25104067104842e-05,3.22753175551749e-05,3.25734101899906e-05,3.33148602222957e-05,3.14889435388942e-05,3.40398136885346e-05,3.22125251472592e-05,4.07023962948824e-05,3.48332775288798e-05,3.28191805634148e-05,3.43518081077788e-05,3.19805824325788e-05,3.65583552727217e-05,3.28182469031182e-05,3.21035023207461e-05,3.23815399952514e-05,3.67377437899205e-05,3.38285275993059e-05,3.44921412871197e-05,3.15764363604826e-05,3.46362594150374e-05,3.20013349811177e-05,3.46331964012261e-05,3.68607526195722e-05,3.56804295088189e-05,3.45030895175409e-05,3.3729553503949e-05,3.30380911075703e-05,2.68559267143607e-05,2.38671733244697e-05,3.18964059549363e-05,3.84070718013919e-05,3.1473407881016e-05,3.47580792466641e-05,3.85474136505755e-05,3.30980539651003e-05,3.40481194944925e-05
"46",2.14797863748988e-05,2.84657915151504e-05,2.80934159304479e-05,2.87538613774306e-05,2.53327400375133e-05,2.47591477244707e-05,2.98463611869432e-05,2.20579088411063e-05,3.0413155446548e-05,3.34229713518808e-05,2.42270965641091e-05,3.07014082664998e-05,2.90719936432253e-05,2.63673055688318e-05,2.72328600459219e-05,2.70359338701946e-05,2.72856359141236e-05,2.79067233443942e-05,2.63772151491426e-05,2.85139921633194e-05,2.69833348094713e-05,3.40950106131627e-05,2.91786497884344e-05,2.74915093823498e-05,2.87753392584234e-05,2.67890442998547e-05,3.06236886396735e-05,2.74907272869301e-05,2.6892010102194e-05,2.71249127891636e-05,3.07739562886242e-05,2.83370050050587e-05,2.88928915814952e-05,2.64505049048392e-05,2.90136144270297e-05,2.68064280027121e-05,2.90110486447209e-05,3.0876996594216e-05,2.98882801388831e-05,2.8902062541105e-05,2.82540977775067e-05,2.76748832867338e-05,2.24962948058068e-05,1.9992717920303e-05,2.67185325324958e-05,3.21722954885004e-05,2.63642014578531e-05,2.91156587494835e-05,3.22898550740008e-05,2.77251121295029e-05,2.85209496539863e-05
"47",1.9387829629903e-05,2.56934546062799e-05,2.53573453792844e-05,2.59534688035312e-05,2.28655368975112e-05,2.23478078173345e-05,2.6939568004326e-05,1.99096476631196e-05,2.74511611062615e-05,3.01678453866125e-05,2.18675741189434e-05,2.77113404425922e-05,2.62406175703476e-05,2.37993441482946e-05,2.45806006489106e-05,2.44028534833653e-05,2.46282365761706e-05,2.51888351348872e-05,2.38082886159664e-05,2.57369609027794e-05,2.43553771439725e-05,3.07744334818068e-05,2.63368862732181e-05,2.48140596405891e-05,2.59728549133476e-05,2.41800089520652e-05,2.76411900762222e-05,2.48133537149118e-05,2.42729467214917e-05,2.44831665782673e-05,2.77768228765587e-05,2.5577210856333e-05,2.60789585948516e-05,2.3874440544679e-05,2.61879240156838e-05,2.41956996234454e-05,2.61856081197314e-05,2.78698278932277e-05,2.69774043907944e-05,2.60872363774776e-05,2.55023781194144e-05,2.49795744159571e-05,2.03053383952051e-05,1.80455895655686e-05,2.41163644581835e-05,2.90389751949702e-05,2.37965423525149e-05,2.62800300498828e-05,2.91450854316023e-05,2.50249113773731e-05,2.57432407903581e-05
