"","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f","f"
"48",1.53599264734339e-05,2.03555313376749e-05,2.0089250216359e-05,2.05615264917518e-05,1.81151254279484e-05,1.77049567418961e-05,2.13427594357614e-05,1.57733346153313e-05,2.17480669188596e-05,2.39003486128004e-05,1.73244936143482e-05,2.19541929036785e-05,2.07890188944296e-05,1.88549302945155e-05,1.94738774709352e-05,1.93330580266892e-05,1.95116168339362e-05,1.99557486840404e-05,1.88620165114048e-05,2.03899990180757e-05,1.92954450965038e-05,2.43809154797329e-05,2.08652873693455e-05,1.9658834375099e-05,2.05768850557106e-05,1.91565103841163e-05,2.18986165709933e-05,1.96582751084487e-05,1.92301399410226e-05,1.93966857383061e-05,2.20060710865513e-05,2.0263437715733e-05,2.06609452510775e-05,1.89144250986751e-05,2.07472726473906e-05,1.91689412525169e-05,2.07454378885665e-05,2.20797539197994e-05,2.13727351537872e-05,2.06675032895457e-05,2.02041517946769e-05,1.97899627596785e-05,1.60868189334352e-05,1.42965424283189e-05,1.91060883015463e-05,2.30060059518301e-05,1.88527105835952e-05,2.08202432655617e-05,2.30900713404716e-05,1.9825880776661e-05,2.03949742325973e-05
"49",1.32892438648273e-05,1.76113876855059e-05,1.73810041114771e-05,1.77896124864008e-05,1.56730124893697e-05,1.53181389355092e-05,1.84655268617804e-05,1.36469201611877e-05,1.88161945549135e-05,2.06783256234497e-05,1.49889663126918e-05,1.89945325491658e-05,1.79864364765279e-05,1.63130837358832e-05,1.68485902033878e-05,1.672675472854e-05,1.68812418960291e-05,1.72655000156476e-05,1.63192146548346e-05,1.76412087534057e-05,1.66942124242165e-05,2.10941069293726e-05,1.80524231441163e-05,1.70086129357948e-05,1.78029005514328e-05,1.65740075991853e-05,1.89464485014033e-05,1.70081290642825e-05,1.66377111031728e-05,1.67818047431146e-05,1.90394169973206e-05,1.75317092702149e-05,1.78756285320967e-05,1.63645580031919e-05,1.79503180707356e-05,1.6584762653378e-05,1.79487306570508e-05,1.91031665954314e-05,1.84914615319488e-05,1.78813024767355e-05,1.74804157263286e-05,1.71220638096204e-05,1.39181434354848e-05,1.23692153788865e-05,1.65303829534162e-05,1.99045499324688e-05,1.63111632657705e-05,1.80134514679887e-05,1.99772824063006e-05,1.71531396931952e-05,1.76455132557193e-05
"50",1.08994492103729e-05,1.44443451828274e-05,1.42553913123466e-05,1.45905199528257e-05,1.28545465294342e-05,1.25634896178638e-05,1.51448851582452e-05,1.11928048493826e-05,1.54324925458384e-05,1.69597579953249e-05,1.22935118583804e-05,1.55787601537165e-05,1.47519492339505e-05,1.33795142486931e-05,1.38187209939179e-05,1.37187951001934e-05,1.38455009574146e-05,1.41606582305491e-05,1.33845426491357e-05,1.44688035506827e-05,1.36921048537967e-05,1.73007696640578e-05,1.48060695691048e-05,1.3949966959614e-05,1.46014184351922e-05,1.35935163713685e-05,1.55393230238301e-05,1.39495701023465e-05,1.36457641225062e-05,1.37639455123611e-05,1.56155730655708e-05,1.4378995276584e-05,1.4661067798202e-05,1.34217319375171e-05,1.47223259737029e-05,1.36023373523159e-05,1.47210240234175e-05,1.56678586217592e-05,1.51661560163305e-05,1.4665721401675e-05,1.43369258118267e-05,1.40430160487648e-05,1.14152542477789e-05,1.01448687499185e-05,1.35577367125928e-05,1.6325129800536e-05,1.33779391352645e-05,1.47741061399653e-05,1.6384782848709e-05,1.40685035797446e-05,1.44723339776075e-05
"51",9.1904269203932e-06,1.21794868945656e-05,1.20201607942769e-05,1.23027416127925e-05,1.08389670150609e-05,1.05935475242375e-05,1.27701829310944e-05,9.43778470058679e-06,1.30126937797053e-05,1.43004855965804e-05,1.03659019963977e-05,1.31360267789319e-05,1.24388589506849e-05,1.12816203424251e-05,1.16519599272103e-05,1.15677023095999e-05,1.16745408203067e-05,1.19402817610886e-05,1.12858602949132e-05,1.22001102158022e-05,1.15451970660544e-05,1.45880269906435e-05,1.24844932736269e-05,1.17626266621096e-05,1.231193122447e-05,1.14620671550388e-05,1.31027733499579e-05,1.17622920316491e-05,1.15061225131885e-05,1.16057731841396e-05,1.31670674645284e-05,1.21243837855924e-05,1.23622276294554e-05,1.13172183415899e-05,1.24138805868059e-05,1.1469505015356e-05,1.24127827809718e-05,1.3211154699936e-05,1.27881185407706e-05,1.23661515527475e-05,1.20889107691168e-05,1.18410857509431e-05,9.62535426488227e-06,8.55416389062939e-06,1.14318977095119e-05,1.37653664420926e-05,1.12802922051427e-05,1.24575416769017e-05,1.381566595441e-05,1.18625768635965e-05,1.22030870754603e-05
"52",7.30412016049665e-06,9.67968480046315e-06,9.55305989051337e-06,9.77764186819302e-06,8.61430248882099e-06,8.4192545910227e-06,1.01491422986304e-05,7.50070851975558e-06,1.03418785440557e-05,1.13653550651831e-05,8.23833260516112e-06,1.04398978258476e-05,9.88582154259551e-06,8.9661025869589e-06,9.26043111498798e-06,9.19346711333695e-06,9.27837734947083e-06,9.48957578234509e-06,8.96947230228338e-06,9.69607524867015e-06,9.17558100156993e-06,1.15938794755886e-05,9.92208956160021e-06,9.34838384411378e-06,9.7849453404332e-06,9.10951324821843e-06,1.04134695605353e-05,9.34811789552251e-06,9.14452638007927e-06,9.22372405838014e-06,1.04645675065313e-05,9.63589143453646e-06,9.82491856353108e-06,8.99439420666386e-06,9.86596991080918e-06,9.11542451066151e-06,9.86509742623327e-06,1.04996059729408e-05,1.01633966797798e-05,9.8280371136801e-06,9.60769914520529e-06,9.41073944712295e-06,7.64978000989801e-06,6.79844815381671e-06,9.08553598827008e-06,1.09400674655515e-05,8.96504704575411e-06,9.90066969691963e-06,1.09800431582104e-05,9.42781957523689e-06,9.69844111706891e-06
"53",6.47442884129604e-06,8.58014778915006e-06,8.46790648547334e-06,8.66697769481492e-06,7.63578463329473e-06,7.46289266174982e-06,8.99627856179586e-06,6.64868628984239e-06,9.16712146672299e-06,1.00743390043807e-05,7.30252200826544e-06,9.25400651941889e-06,8.76286899843641e-06,7.94762297271108e-06,8.20851806600416e-06,8.14916065483388e-06,8.22442574763792e-06,8.41163367891647e-06,7.95060991455078e-06,8.59467640974311e-06,8.13330626643974e-06,1.02769048167129e-05,8.79501725217606e-06,8.28648004823004e-06,8.67345154933856e-06,8.07474329672132e-06,9.23058029977768e-06,8.28624430933289e-06,8.10577920875091e-06,8.17598064592646e-06,9.27587391598428e-06,8.54132900944896e-06,8.70888412476262e-06,7.97270088415993e-06,8.74527235783344e-06,8.07998308566434e-06,8.74449898072976e-06,9.3069322847552e-06,9.00891375596111e-06,8.71164843183579e-06,8.51633914521893e-06,8.34175253905216e-06,6.78082441654074e-06,6.02619724702439e-06,8.05348966727293e-06,9.69736077286419e-06,7.94668733278964e-06,8.77603051775699e-06,9.73279553732886e-06,8.35689249727156e-06,8.59677353387024e-06
"54",5.73692544644788e-06,7.60278155686848e-06,7.50332568099504e-06,7.67972065181255e-06,6.76599098393786e-06,6.61279316906474e-06,7.97151079571894e-06,5.89133319658409e-06,8.12289295353333e-06,8.92676917255489e-06,6.47069036657788e-06,8.19988091370003e-06,7.76468895918522e-06,7.04230776004712e-06,7.27348424468463e-06,7.22088824727136e-06,7.28757987934238e-06,7.45346292030727e-06,7.0449544587823e-06,7.61565521958593e-06,7.20683983521271e-06,9.10626067548645e-06,7.79317519935402e-06,7.34256556299794e-06,7.68545706835919e-06,7.15494778427868e-06,8.17912317910112e-06,7.34235667716396e-06,7.18244838979025e-06,7.24465316818447e-06,8.21925739105146e-06,7.56838463159167e-06,7.71685351252244e-06,7.06452904193286e-06,7.74909675519027e-06,7.15959070788849e-06,7.74841147361573e-06,8.24677789525163e-06,7.9827067125636e-06,7.71930293686114e-06,7.5462413674475e-06,7.39154195410034e-06,6.00841944466655e-06,5.33975199654146e-06,7.13611515971817e-06,8.5927326015818e-06,7.04147869904324e-06,7.77635124738461e-06,8.62413098542958e-06,7.40495731685852e-06,7.61751345991143e-06
"55",4.63067035417954e-06,6.13673220845046e-06,6.05645447427673e-06,6.19883508731073e-06,5.46130050990343e-06,5.33764393003539e-06,6.43435914660789e-06,4.75530355670013e-06,6.55655018375577e-06,7.20541442482056e-06,5.22294290404741e-06,6.61869250512433e-06,6.26741890030584e-06,5.68433494105292e-06,5.87093351270621e-06,5.82847963593279e-06,5.88231107689734e-06,6.01620678240128e-06,5.68647127513824e-06,6.14712343435103e-06,5.81714018837477e-06,7.35029446364936e-06,6.29041212012009e-06,5.92669383515064e-06,6.20346534689793e-06,5.77525451561818e-06,6.60193749808802e-06,5.92652522890882e-06,5.79745216135012e-06,5.84766195157668e-06,6.63433260365658e-06,6.10896806480833e-06,6.22880759416217e-06,5.70227127859313e-06,6.25483335122204e-06,5.77900214122559e-06,6.25428021294207e-06,6.65654631100236e-06,6.4433961474708e-06,6.2307846944009e-06,6.09109470079729e-06,5.96622607667088e-06,4.84981198685831e-06,4.31008412081837e-06,5.76005339838863e-06,6.93579034466603e-06,5.68366574842452e-06,6.27683234183385e-06,6.96113415758412e-06,5.97705454624328e-06,6.14862334897756e-06
"56",3.87189282294309e-06,5.13117271946917e-06,5.06404922351322e-06,5.18309947575984e-06,4.56641665912139e-06,4.46302233659927e-06,5.38003077189472e-06,3.97610373959779e-06,5.48219969422753e-06,6.02474161707708e-06,4.36711611885229e-06,5.53415943001234e-06,5.2404452060735e-06,4.75290486648405e-06,4.90892756192449e-06,4.87343013969022e-06,4.91844080855418e-06,5.03039648267964e-06,4.75469114276372e-06,5.13986124832215e-06,4.86394876393799e-06,6.14588174142894e-06,5.25967077731442e-06,4.95555104746206e-06,5.18697102512219e-06,4.82892644031695e-06,5.52014988354672e-06,4.95541006888776e-06,4.84748679953698e-06,4.88946925813159e-06,5.54723675588904e-06,5.1079579837434e-06,5.20816071425921e-06,4.76790217168732e-06,5.22992191388447e-06,4.83205998332015e-06,5.2294594123526e-06,5.56581054487852e-06,5.38758697782478e-06,5.20981384861084e-06,5.09301333328355e-06,4.98860557099877e-06,4.05512610233364e-06,3.60383756503255e-06,4.81621616465512e-06,5.79929789921475e-06,4.7523453271664e-06,5.24831616943548e-06,5.82048889745911e-06,4.99765969716286e-06,5.14111538827203e-06
"57",3.32585665560516e-06,4.40754579749195e-06,4.34988843558276e-06,4.45214954969061e-06,3.92243482258067e-06,3.83362175067001e-06,4.62130848355273e-06,3.41537116093759e-06,4.70906896811972e-06,5.17509856851582e-06,3.75124076875885e-06,4.75370104885756e-06,4.50140806163013e-06,4.08262341095554e-06,4.21664290575774e-06,4.18615153024819e-06,4.22481454068202e-06,4.32098159409804e-06,4.08415777647733e-06,4.41500902099642e-06,4.17800727158836e-06,5.27915482917592e-06,4.51792233436069e-06,4.25669128435897e-06,4.45547511132571e-06,4.14792399360507e-06,4.74166720766146e-06,4.25657018737931e-06,4.16386686626947e-06,4.1999287217296e-06,4.76493413646868e-06,4.38760493475486e-06,4.4736765109684e-06,4.09550571157935e-06,4.4923688234666e-06,4.1506156267003e-06,4.49197154650874e-06,4.78088854496267e-06,4.62779907069687e-06,4.47509651098701e-06,4.37476786320674e-06,4.28508427252443e-06,3.48324934431286e-06,3.09560406227226e-06,4.13700619271776e-06,4.98144819548012e-06,4.08214278102732e-06,4.50816901733514e-06,4.99965071961393e-06,4.29286153474234e-06,4.41608629505458e-06
"58",2.76563773067388e-06,3.66512337105114e-06,3.61717801679665e-06,3.70221391125802e-06,3.26172618508695e-06,3.18787309757165e-06,3.84287912278194e-06,2.84007409971383e-06,3.91585692444824e-06,4.30338686934102e-06,3.11936865632356e-06,3.95297102143838e-06,3.74317514719585e-06,3.39493204748811e-06,3.5063768299478e-06,3.48102152835164e-06,3.51317200611087e-06,3.59314034477191e-06,3.39620795911794e-06,3.67132946308898e-06,3.47424911710005e-06,4.38991552959185e-06,3.75690769808049e-06,3.5396793196165e-06,3.70497930365921e-06,3.44923317165645e-06,3.94296420253362e-06,3.5395786206361e-06,3.46249057109858e-06,3.49247804152207e-06,3.96231196849242e-06,3.6485414169618e-06,3.72011479590068e-06,3.40564440834759e-06,3.73565850991797e-06,3.45147141665725e-06,3.73532815168068e-06,3.97557896062925e-06,3.84827641273199e-06,3.7212956061506e-06,3.6378666666316e-06,3.56328969357105e-06,2.89651864452452e-06,2.57416968930946e-06,3.44015440332558e-06,4.14235564229551e-06,3.39453237654767e-06,3.74879726388298e-06,4.15749206961365e-06,3.56975692654589e-06,3.67222527733815e-06
"59",2.45361706362364e-06,3.25162227277596e-06,3.2090861379775e-06,3.28452823921722e-06,2.8937365642058e-06,2.8282156198968e-06,3.40932352944218e-06,2.51965548333545e-06,3.47406793809943e-06,3.8178765558762e-06,2.76743988483936e-06,3.50699480363391e-06,3.32086820751219e-06,3.01191407290138e-06,3.11078559784954e-06,3.08829089438328e-06,3.11681413875387e-06,3.18776040843759e-06,3.01304603552398e-06,3.25712819032944e-06,3.08228255004213e-06,3.89464300830367e-06,3.33305144496407e-06,3.1403308835571e-06,3.28698163863141e-06,3.06008891639079e-06,3.49811695917086e-06,3.14024154548544e-06,3.07185060923094e-06,3.09845487786453e-06,3.51528190025222e-06,3.23691110325035e-06,3.30040953687438e-06,3.02141785971446e-06,3.31419960110553e-06,3.06207464144566e-06,3.31390651405437e-06,3.52705210353126e-06,3.41411189437243e-06,3.30145712750841e-06,3.22744068372884e-06,3.16127752301477e-06,2.56973192565464e-06,2.28375054487501e-06,3.05203441936137e-06,3.6750129544464e-06,3.01155949303938e-06,3.32585603411012e-06,3.68844168227231e-06,3.16701511944746e-06,3.25792293835551e-06
"60",1.85084986591231e-06,2.452813332934e-06,2.42072682662617e-06,2.47763546368761e-06,2.18284752386694e-06,2.13342276529811e-06,2.57177295140062e-06,1.90066497442361e-06,2.62061194174733e-06,2.87995890486774e-06,2.08757748538721e-06,2.64544983742503e-06,2.50504798312429e-06,2.27199298562762e-06,2.34657526311868e-06,2.32960671512836e-06,2.35112280409094e-06,2.40464007688658e-06,2.2728468649473e-06,2.4569666406838e-06,2.32507440913604e-06,2.9378665467282e-06,2.51423822871834e-06,2.36886231389649e-06,2.47948614937217e-06,2.30833296872325e-06,2.63875296631008e-06,2.36879492304144e-06,2.31720522834988e-06,2.33727376625081e-06,2.65170108660652e-06,2.44171617904375e-06,2.48961528648804e-06,2.27916202712522e-06,2.50001761817678e-06,2.30983087114861e-06,2.49979653228066e-06,2.66057976595901e-06,2.57538498390532e-06,2.49040552103945e-06,2.43457230767082e-06,2.3846631026208e-06,1.93843940056709e-06,1.72271356130727e-06,2.30225717760997e-06,2.77219185292228e-06,2.27172551353627e-06,2.50881047659905e-06,2.78232161581883e-06,2.38899117391972e-06,2.45756614714043e-06
"61",1.48918954728534e-06,1.97352796902674e-06,1.94771123981224e-06,1.99349979836984e-06,1.75631409966154e-06,1.71654705253751e-06,2.06924260457569e-06,1.52927066907581e-06,2.1085383439326e-06,2.31720831425988e-06,1.67966004571175e-06,2.12852285769692e-06,2.01555584848981e-06,1.82804033326163e-06,1.88804906227878e-06,1.87439620757263e-06,1.89170800329007e-06,1.93476787795424e-06,1.8287273626013e-06,1.9768697108926e-06,1.870749524591e-06,2.36380066977876e-06,2.02295029896535e-06,1.90598117210013e-06,1.99498885581663e-06,1.85727940012204e-06,2.12313457059569e-06,1.90592694957088e-06,1.86441799982125e-06,1.88056509928085e-06,2.1335525984198e-06,1.96459922451736e-06,2.00313873625381e-06,1.83380852757271e-06,2.0115084284171e-06,1.85848460896969e-06,2.01133054321054e-06,2.14069636341602e-06,2.07214883762331e-06,2.00377455715842e-06,1.9588512820308e-06,1.91869445038441e-06,1.55966388551247e-06,1.38609137116576e-06,1.85239083255913e-06,2.23049919200434e-06,1.82782512583336e-06,2.01858314208964e-06,2.23864957594501e-06,1.92217680660203e-06,1.97735207241312e-06
"62",1.51046368367623e-06,2.00172122572645e-06,1.97553568609746e-06,2.02197836691662e-06,1.78140430108671e-06,1.74106915328855e-06,2.09880321321194e-06,1.55111739292071e-06,2.13866032027638e-06,2.35031129017758e-06,1.70365518922279e-06,2.15893032709351e-06,2.04434950346923e-06,1.85415519516827e-06,1.91502119174097e-06,1.90117329625442e-06,1.91873240333595e-06,1.96240741906668e-06,1.85485203921081e-06,2.0051107067643e-06,1.89747451780076e-06,2.39756925077793e-06,2.05184958895245e-06,1.93320947456006e-06,2.02348869661473e-06,1.88381196298062e-06,2.15346506446043e-06,1.93315447742474e-06,1.8910525426772e-06,1.90743031498568e-06,2.16403192125278e-06,1.992664927725e-06,2.03175500391485e-06,1.86000579225146e-06,2.04024426310977e-06,1.88503438909755e-06,2.0400638366877e-06,2.17127774003456e-06,2.10175096387703e-06,2.03239990797383e-06,1.98683487177657e-06,1.94610437110297e-06,1.58194479816381e-06,1.40589267646953e-06,1.87885355873961e-06,2.26236346617843e-06,1.85393691334509e-06,2.04742004412083e-06,2.27063028417421e-06,1.94963647526594e-06,2.00559995916158e-06
"63",1.02824992550751e-06,1.36267407385184e-06,1.34484823701396e-06,1.37646414649466e-06,1.21269306881458e-06,1.18523486961064e-06,1.4287627507787e-06,1.05592498579176e-06,1.45589552319296e-06,1.59997716937116e-06,1.15976526965898e-06,1.46969435412501e-06,1.39169332395717e-06,1.26221832534926e-06,1.30365292395386e-06,1.29422595284909e-06,1.30617933560666e-06,1.33591115382588e-06,1.26269270274947e-06,1.36498146704501e-06,1.29170800507519e-06,1.63214808151547e-06,1.39679901595482e-06,1.31603461883158e-06,1.37749230520734e-06,1.28240720484625e-06,1.46597387017285e-06,1.31599717946747e-06,1.28733623797235e-06,1.29848542569644e-06,1.4731672703383e-06,1.35650898835764e-06,1.38311960360543e-06,1.26620112618145e-06,1.38889867676469e-06,1.2832393728613e-06,1.38877585126665e-06,1.47809986997781e-06,1.43076943550334e-06,1.38355862279969e-06,1.35254017092669e-06,1.32481283479126e-06,1.07691077809273e-06,9.57063089615344e-07,1.27903176534022e-06,1.5401065849574e-06,1.26206972974295e-06,1.39378359811058e-06,1.54573423101143e-06,1.32721731884583e-06,1.36531452618951e-06
"64",8.22599940404796e-07,1.09013925908216e-06,1.07587858961047e-06,1.10117131719469e-06,9.70154455052358e-07,9.48187895687472e-07,1.14301020062192e-06,8.44739988632714e-07,1.16471641855437e-06,1.27998173549658e-06,9.27812215726492e-07,1.17575548329828e-06,1.11335465916712e-06,1.00977466027836e-06,1.04292233916482e-06,1.03538076227754e-06,1.04494346848429e-06,1.0687289230607e-06,1.01015416219784e-06,1.09198517363705e-06,1.03336640406085e-06,1.30571846521273e-06,1.11743921276178e-06,1.05282769506665e-06,1.10199384416483e-06,1.025925763877e-06,1.17277909613724e-06,1.05279774357224e-06,1.02986899037927e-06,1.03878834055438e-06,1.17853381626995e-06,1.08520719068438e-06,1.10649568288261e-06,1.01296090094551e-06,1.1111189414121e-06,1.02659149828731e-06,1.11102068101401e-06,1.18247989598294e-06,1.14461554840371e-06,1.10684689823976e-06,1.08203213674239e-06,1.05985026783127e-06,8.61528622474357e-07,7.65650471691928e-07,1.02322541226975e-06,1.23208526796488e-06,1.00965578379332e-06,1.11502687848847e-06,1.23658738480741e-06,1.06177385507389e-06,1.09225162095092e-06
"65",8.01325804015637e-07,1.06194600238071e-06,1.04805414332873e-06,1.07269274864444e-06,9.45064253627184e-07,9.23665794938175e-07,1.11344959198567e-06,8.22893264787808e-07,1.13459444221059e-06,1.24687875957714e-06,9.03817072215457e-07,1.14534801390342e-06,1.08456100418597e-06,9.83659798373462e-07,1.0159502097009e-06,1.00860367359921e-06,1.01791906843667e-06,1.04108938194653e-06,9.84029485590066e-07,1.06374417776535e-06,1.00664141085109e-06,1.27194988421356e-06,1.08853992277815e-06,1.02559939260498e-06,1.07349400336847e-06,9.99393201018411e-07,1.1424486022725e-06,1.02557021572185e-06,1.00323444752158e-06,1.01192312485128e-06,1.1480544934335e-06,1.05714148747847e-06,1.07787941522157e-06,9.86763636263294e-07,1.0823831067177e-06,1.00004171815944e-06,1.08228738753685e-06,1.15189851936093e-06,1.11501342214826e-06,1.07822154742261e-06,1.05404854699835e-06,1.03244034711097e-06,8.39247709823014e-07,7.45849166389027e-07,9.96762686091002e-07,1.20022099379252e-06,9.83543996281588e-07,1.08618997645728e-06,1.20460667657994e-06,1.03431418640824e-06,1.06400373420246e-06
"66",7.16229258456401e-07,9.49172975578394e-07,9.36756358194818e-07,9.58778474453859e-07,8.44703447933429e-07,8.25577391934049e-07,9.952071574372e-07,7.35506369413386e-07,1.01410653684415e-06,1.11446685590634e-06,8.0783649817652e-07,1.02371813632054e-06,9.69386384275239e-07,8.79200350760792e-07,9.08061691859072e-07,9.0149531888073e-07,9.09821468249652e-07,9.30531217491551e-07,8.79530779155507e-07,9.5078019428721e-07,8.99741438017271e-07,1.13687556022729e-06,9.72942762836673e-07,9.16686182772172e-07,9.59494640177805e-07,8.93262949582321e-07,1.02112662681009e-06,9.1666010431854e-07,8.96696276104711e-07,9.0446226203543e-07,1.02613720209636e-06,9.44878674647917e-07,9.63414344580873e-07,8.81974577546588e-07,9.67439767953979e-07,8.93842597647979e-07,9.67354213640345e-07,1.02957301287981e-06,9.9660491714379e-07,9.63720144157507e-07,9.42114188023924e-07,9.22800664231518e-07,7.50124059222847e-07,6.66643945180026e-07,8.90911781374279e-07,1.07276389710656e-06,8.79096846234662e-07,9.70842368337721e-07,1.07668384367009e-06,9.24475511747402e-07,9.51012187208611e-07
"67",5.17670652152094e-07,6.86035913043115e-07,6.77061526220893e-07,6.92978501339037e-07,6.10528234645108e-07,5.96704451596292e-07,7.1930814349655e-07,5.31603613535686e-07,7.32968090987399e-07,8.05505747337662e-07,5.83881825414953e-07,7.39915088629473e-07,7.00645604475442e-07,6.35461639657622e-07,6.56321816887295e-07,6.51575824538175e-07,6.57593734475909e-07,6.72562167097768e-07,6.35700464143851e-07,6.87197566167502e-07,6.50308168072267e-07,8.21702137590932e-07,7.03216056305994e-07,6.62555359826067e-07,6.93496126070309e-07,6.45625696233179e-07,7.38042017396634e-07,6.62536511042422e-07,6.48107209462456e-07,6.53720248797868e-07,7.41663522308561e-07,6.82932111379514e-07,6.9632917974391e-07,6.37466773870804e-07,6.99238644165032e-07,6.4604464978385e-07,6.9917680787894e-07,7.44146831092862e-07,7.20318405460912e-07,6.96550203202126e-07,6.80934017088797e-07,6.66974737514522e-07,5.42168874488255e-07,4.81831762357866e-07,6.43926337032946e-07,7.75364004839893e-07,6.35386829456186e-07,7.01697949393246e-07,7.78197233543623e-07,6.68185270865165e-07,6.87365244219501e-07
"68",4.53848242982884e-07,6.01456142942242e-07,5.93588187372193e-07,6.075427956935e-07,5.35257630373057e-07,5.23138149346666e-07,6.30626317584329e-07,4.66063442005303e-07,6.4260216196127e-07,7.06196819586294e-07,5.11896394883582e-07,6.48692680441446e-07,6.1426463954066e-07,5.5711705394812e-07,5.75405428504192e-07,5.7124455849801e-07,5.76520534336517e-07,5.89643543758706e-07,5.57326434317065e-07,6.02474578559331e-07,5.70133188448202e-07,7.20396394600364e-07,6.1651818635336e-07,5.80870452449728e-07,6.07996603677746e-07,5.66028007655678e-07,6.47050535800692e-07,5.80853927489508e-07,5.68203580898069e-07,5.73124601686847e-07,6.50225553804409e-07,5.98735001758333e-07,6.10480376764255e-07,5.58874979832841e-07,6.13031140088774e-07,5.66395309401987e-07,6.12976927456127e-07,6.52402701232027e-07,6.31512026704958e-07,6.10674150754165e-07,5.9698324785841e-07,5.84744975355364e-07,4.75326136537696e-07,4.22427846451766e-07,5.6453815849497e-07,6.79771182326289e-07,5.57051466920991e-07,6.15187243304879e-07,6.82255108859497e-07,5.85806264869967e-07,6.02621583974117e-07
"69",4.11299970201964e-07,5.45069629541081e-07,5.37939294805237e-07,5.50585658596475e-07,4.85077227526179e-07,4.74093947842869e-07,5.71505100311828e-07,4.22369994316357e-07,5.82358209277184e-07,6.39990867747423e-07,4.63906107863246e-07,5.87877741650006e-07,5.56677329581826e-07,5.0488733014005e-07,5.21461169581544e-07,5.17690381139635e-07,5.2247173424301e-07,5.34364461530351e-07,5.05077081099786e-07,5.45992586819394e-07,5.16683202030424e-07,6.52859232605496e-07,5.58719606380889e-07,5.26413847533325e-07,5.50996922083283e-07,5.129628819385e-07,5.86389548069485e-07,5.26398871786987e-07,5.14934495189634e-07,5.19394170277188e-07,5.89266908134975e-07,5.42603595343055e-07,5.53247841442173e-07,5.06480450471886e-07,5.5555947070518e-07,5.13295749142786e-07,5.55510340505272e-07,5.9123994799147e-07,5.72307774200989e-07,5.53423449119878e-07,5.41016068370329e-07,5.29925133916503e-07,4.30764311236745e-07,3.82825235845964e-07,5.11612706135742e-07,6.16042633983307e-07,5.04827891895793e-07,5.57513439244234e-07,6.1829369240457e-07,5.30886927538679e-07,5.46125810475459e-07
"70",2.76563773067735e-07,3.66512337104941e-07,3.61717801680012e-07,3.7022139112719e-07,3.26172618508175e-07,3.18787309758206e-07,3.84287912278194e-07,2.84007409970775e-07,3.91585692444824e-07,4.30338686933582e-07,3.1193686563305e-07,3.95297102143491e-07,3.74317514720279e-07,3.39493204748118e-07,3.50637682996341e-07,3.48102152835511e-07,3.51317200610393e-07,3.59314034477365e-07,3.39620795911447e-07,3.67132946307858e-07,3.47424911709485e-07,4.38991552959705e-07,3.75690769808049e-07,3.53967931961824e-07,3.7049793036488e-07,3.44923317166859e-07,3.94296420253709e-07,3.53957862062049e-07,3.46249057110032e-07,3.49247804152381e-07,3.96231196847854e-07,3.64854141695833e-07,3.72011479590068e-07,3.40564440834065e-07,3.73565850992491e-07,3.45147141665725e-07,3.73532815168415e-07,3.97557896061884e-07,3.84827641274066e-07,3.72129560615928e-07,3.63786666663854e-07,3.56328969356931e-07,2.89651864452713e-07,2.57416968930772e-07,3.44015440332385e-07,4.14235564230245e-07,3.39453237655982e-07,3.74879726388125e-07,4.15749206960497e-07,3.56975692653375e-07,3.67222527733468e-07
"71",2.19832742694333e-07,2.91330319234992e-07,2.87519278257403e-07,2.942785416616e-07,2.5926541471176e-07,2.53395041087054e-07,3.05459622578635e-07,2.25749479720004e-07,3.11260422198797e-07,3.42064084486379e-07,2.47949816270868e-07,3.1421051708766e-07,2.97534434775745e-07,2.69853573004603e-07,2.78712004430498e-07,2.76696583022609e-07,2.79252133817895e-07,2.85608591506226e-07,2.69954991621163e-07,2.91823623987941e-07,2.76158263153026e-07,3.48942003632058e-07,2.98625996514312e-07,2.81359125404307e-07,2.94498354905595e-07,2.74169816207731e-07,3.13415103278189e-07,2.81351121126511e-07,2.75223609496472e-07,2.77607228940657e-07,3.14953002624255e-07,2.90012266476042e-07,2.95701432492801e-07,2.70705068356261e-07,2.96936958479876e-07,2.7434772799026e-07,2.96910699235098e-07,3.16007558408965e-07,3.05888637933127e-07,2.95795291769055e-07,2.89163760679167e-07,2.83235847437294e-07,2.302360973842e-07,2.04613488124193e-07,2.7344817052008e-07,3.2926416643729e-07,2.69821804288473e-07,2.97981320973931e-07,3.30467318353928e-07,2.83749909546147e-07,2.91894829735836e-07
